# Urdu word -> Roman spelling, from the aligned region of
# Roman-Urdu-Parl. Built by scripts/build_translit_dict.py (ADR-014).
# Do not rebuild from the whole corpus: 90% of it is misaligned.
urdu	roman
پارلیمانوں	parlimanon
پارلیمانی	parlimani
پارلیمنٹ	parliment
پارلیمنٹری	parlimntri
پارلیمنٹیرینز	parlimntirinz
پارلیمینٹ	parlimint
پارو	paro
پاروتی	parwati
پاروں	paaron
پارٹ	part
پارٹرشپ	partrshp
پارٹس	parts
پارٹنر	partners
پارٹنرز	partnrz
پارٹی	party
پارٹیاں	partiyan
پارٹیز	partys
پارٹیوں	partiyon
پارچوں	parchon
پارچہ	parcha
پارچین	parchin
پارک	park
پارکر	parkr
پارکرکے	parkrke
پارکس	parks
پارکنسن	parknsn
پارکنگ	parking
پارکوں	parkon
پارہ	parah
پارہی	assar
پارہے	parhe
پاری	pari
پارینہ	parinah
پارے	paaray
پاز	pause
پازیب	paazeb
پازیٹو	pazito
پاس	paas
پاسبان	pasban
پاسبانی	pasbani
پاسداران	pasdaran
پاسداری	paasdari
پاسس	passes
پاسو	pasoo
پاسورڈ	password
پاسٹ	past
پاسپورٹ	passport
پاسپورٹوں	pasporton
پاسکتان	pasktan
پاسکل	pascle
پاسکو	pasko
پاش	paash
پاشا	pasha
پاشی	pashi
پاكستان	pakstan
پال	paal
پالا	paala
پالار	palar
پالتا	palta
پالتو	paaltoo
پالتوں	palton
پالتی	paalti
پالتے	paltay
پالر	palr
پالس	pals
پالسیوں	palsyon
پالش	polish
پالم	palm
پالمر	palmr
پالنا	paalna
پالنے	paalne
پالو	palo
پالوں	palun
پاليسی	policy
پالک	palaak
پالکی	paalki
پالی	palle
پالیا	pa
پالیسوں	palison
پالیسی	policy
پالیسیاں	policia
پالیسیوں	palisyon
پالیمان	paliman
پالیمنٹ	palimnt
پالین	pavline
پالے	paley
پام	palm
پامال	pamaal
پامالی	pamali
پامر	pamar
پامردی	pamrdi
پامیر	pamir
پان	paan
پانا	paana
پاناما	panama
پانامہ	panamh
پاندی	pandi
پانسو	panso
پانسہ	pansa
پانسے	panse
پانو	pano
پاني	pani
پانچ	paanch
پانچسو	panchso
پانچواں	panchawan
پانچوں	paanchon
پانچویں	panchwin
پانڈا	panda
پانڈو	pando
پانڈیچیری	pandichiri
پانڈے	pande
پانگ	pang
پانی	pani
پانیوں	paanion
پانے	panay
پاو	pao
پاوار	pawar
پاور	power
پاورز	pavrz
پاورپلانٹس	pavrplants
پاول	powell
پاولا	pavla
پاونڈ	pound
پاوڈر	pavdr
پاوں	paon
پايا	paaya
پاٹ	paat
پاٹا	pata
پاٹل	paatil
پاٹنا	paatna
پاپ	paap
پاپا	papa
پاپائی	papai
پاپائیت	papayit
پاپائے	papaye
پاپوا	papwa
پاپوش	paposh
پاپولر	popular
پاپولیشن	population
پاپی	paapi
پاپیادہ	papyad_h
پاچکی	pachki
پاڑہ	para
پاڑے	parhe
پاک	pak
پاکباز	pakbaaz
پاکدامن	pakdaman
پاکدامنی	pakdamni
پاکر	paker
پاکسان	paksan
پاکستا	paksta
پاکستان	pakistan
پاکستانی	pakistani
پاکستانیت	pakstanit
پاکستانیوں	pakistanio
پاکستاں	pakstan
پاکسے	pakse
پاکٹ	pocket
پاکپتن	pakptn
پاکی	paki
پاکیزگی	pakizgee
پاکیزہ	pakeeza
پاگئے	pagye
پاگل	pagal
پاگلوں	pagalon
پاگلپن	paglpn
پاگیا	pagya
پای	paai
پایا	paaya
پایاب	payaab
پایاجاتا	payajata
پایاگیا	payagya
پایاں	payaan
پایہ	paya
پایۂ	paya
پایے	paye
پبلسٹی	publicity
پبلشر	pblshr
پبلشرز	pblshrz
پبلشنگ	pblshng
پبلک	public
پبلکن	pblkn
پبلی	pbli
پبلیشر	pblishr
پبلیکیشن	pblikishn
پبلیکیشنز	pblikishnz
پت	patt
پتا	pata
پتجھڑ	pathjad
پتر	pattar
پترا	patra
پتراجایا	ptrajaya
پتروں	pataron
پتری	patri
پتلا	patla
پتلون	patlon
پتلونوں	ptlonon
پتلی	patli
پتلیاں	ptlyan
پتلیوں	putliyoun
پتلے	putlaay
پتن	ptn
پتنگ	patang
پتنگوں	patangoon
پتنگیں	patangen
پتنی	patni
پتور	ptor
پتوکی	pattoke
پتوں	pattoun
پتھ	pth
پتھر	pathar
پتھرا	pathra
پتھراؤ	pathrao
پتھروں	patharon
پتھری	pathri
پتھریاں	pathriyan
پتھریلا	pathreela
پتھریلے	pathirelay
پتھل	pthl
پتھورو	pthoro
پتہ	pata
پتی	patti
پتیاں	pattian
پتیوں	patiyon
پتے	pattay
پج	pj
پجاری	pujari
پختون	pakhton
پختونخوا	pakhtunkhwa
پختونخواہ	pakhtunkhwa
پختونستان	pkhtonstan
پختونوں	pakhtoonon
پختگی	pukhtagi
پختہ	pukhta
پدر	pidar
پدرام	lateef
پدرانہ	pidrana
پدری	padri
پدم	padam
پدما	padma
پدمنی	padmani
پذيری	pazeeri
پذیر	pazeer
پذیرائی	pazeerai
پذیری	pazeeri
پذیریت	pazeeriat
پر	par
پرآسائش	purasaish
پرآپ	praap
پرا	para
پرائز	prize
پرائس	price
پرائم	praym
پرائمری	primaray
پرائڈ	prayd
پرائی	parai
پرائیم	prayim
پرائیوٹ	private
پرائیویٹ	private
پرائیڈ	prayid
پرائے	paraye
پراب	prab
پرابلم	prablm
پراثر	pur-asar
پراجیکٹ	project
پراستعمال	prastamal
پراسرار	pur
پراسراریت	purasrariat
پرامن	pramn
پرامید	pur-umeed
پران	paran
پرانا	purana
پرانسانی	pransani
پراني	purani
پرانہوں	pranhon
پرانہیں	pranhin
پرانی	purani
پرانے	puranay
پراونشل	pravnshl
پراٹ	prat
پراٹھا	paratha
پراپرٹی	properly
پراپنا	prapna
پراپیگنڈا	prapignda
پراڈکٹس	pradkts
پراکٹر	praktr
پراگ	parag
پراگندہ	paragandah
پربت	parbat
پربتوں	parbatoon
پربحث	prbhs
پربھات	prbhat
پربھاکر	prbhakr
پربھو	parbho
پربھی	prbhi
پرت	parat
پرتاب	partab
پرتاپ	prtap
پرتحقیقی	prthqiqi
پرتشدد	pur-tashaddud
پرتعیش	prtaysh
پرتقسیم	prtqsim
پرتو	partu
پرتوجہ	prtoj_h
پرتوں	parton
پرتپاک	purtpaak
پرتگال	portugal
پرتگالی	purtagali
پرتگالیوں	prtgalyon
پرتگیزیوں	prtgizyon
پرتھ	perth
پرتھوی	prithvi
پرتی	prti
پرتیں	prtin
پرجا	prja
پرحملوں	prhmlon
پرحیرت	prhirt
پرختم	prkhtm
پرخلوص	prkhlos
پردا	parda
پردادا	pardada
پردار	pardaar
پرداز	pardaaz
پردازوں	prdazon
پردازی	pardazi
پردراڑیں	prdrarhin
پردو	prdo
پردوں	pardon
پرديش	pradesh
پردگی	pardaghi
پردہ	parda
پردۂ	parda
پردی	prdi
پردیس	pardes
پردیسی	pardesi
پردیسیوں	pardesio
پردیش	pradesh
پردے	parday
پررکھیں	prrkhin
پرزور	purzor
پرزوں	przon
پرزہ	purzah
پرزیادہ	przyad_h
پرزے	purzey
پرس	purse
پرسات	prsat
پرساد	prasad
پرسار	prsar
پرسان	pursan
پرسب	prsb
پرست	parast
پرستار	purastaar
پرستاروں	paristaron
پرستان	paristan
پرستانہ	parastana
پرستش	parastish
پرستوں	paraston
پرستي	parasti
پرستھ	prsth
پرستی	parasti
پرسش	prssh
پرسن	be
پرسنالٹی	prsnalti
پرسنل	personal
پرسنٹ	percent
پرسوار	prswar
پرسوز	prsoz
پرسکون	pursukoon
پرشاد	prshad
پرشدید	prshdid
پرشکوہ	pur
پرشیا	prshya
پرصدر	tor
پرطانوی	prtanoy
پرعمل	praml
پرغیر	falki
پرفائز	prfayz
پرفارمنس	performance
پرفارمنگ	prfarmng
پرفارمینس	prfarmins
پرفیسر	prfisr
پرقائم	prqaym
پرقبضہ	kabul
پرل	pearl
پرلانے	prlane
پرلبنان	prlbnan
پرلس	pearls
پرلطف	purlutf
پرم	param
پرمجبور	prmjbor
پرمحیط	prmhit
پرمشتمل	prmshtml
پرملک	prmlk
پرموجود	prmojod
پرمیرے	prmire
پرنا	prna
پرنب	prnb
پرند	parind
پرندوں	parindon
پرندہ	parindah
پرندے	parinday
پرنس	prince
پرنسز	princess
پرنسس	prnss
پرنسل	ke
پرنسٹن	prnstn
پرنسپل	principal
پرنم	purnam
پرنو	prno
پرنٹ	print
پرنٹس	prints
پرنٹنگ	printing
پرنہيں	prnhin
پرو	piro
پروا	parwa
پروائی	parwai
پرواز	parwaaz
پروازوں	prwazon
پروازیں	parwazein
پروان	parwan
پروانہ	parwana
پروانے	parwanay
پرواہ	parwah
پرواہی	parwahi
پروجکٹ	projkt
پروجیکٹ	project
پروجیکٹس	projikts
پرور	parwar
پروردگار	parvar-digaar
پروردہ	prord_h
پرورش	parwarish
پروری	parwari
پروسیس	prosis
پروسیسنگ	processing
پروش	purush
پروشیا	prussia
پروف	proof
پروفائل	profayl
پروفیسر	professor
پروفیسرز	profisrz
پروفیسروں	professaron
پروفیسری	professori
پروفیشنل	professional
پروقار	proqar
پرولتاری	proltari
پروموشن	promoshn
پرون	pron
پرونا	pirona
پروٹسٹنٹ	protstnt
پروٹوکول	protocol
پروٹیسٹنٹ	protestent
پروٹین	protein
پروٹینز	proteins
پروٹیکشن	protikshn
پروپرائٹر	propraytr
پروپگینڈا	propginda
پروپیگنڈا	propoganda
پروپیگنڈہ	propignd_h
پروپیگنڈے	propignde
پروپیگینڈا	propiginda
پروڈ	prod
پروڈکشن	products
پروڈکشنز	prodkshnz
پروڈیوس	produce
پروڈیوسر	producer
پروڈیوسرز	producers
پروڈیوسروں	prodyosron
پروکرام	prokram
پروگرام	programme
پروگرامات	programat
پروگرامر	programmer
پروگرامز	programs
پروگرامنگ	programming
پروگراموں	programon
پروگریسو	progressive
پروں	paron
پروہت	pirohit
پروہتوں	prohton
پرویا	peroya
پرویز	parvez
پروین	parveen
پرپابندی	prpabndi
پرچار	parchaar
پرچارک	prchark
پرچم	parcham
پرچموں	prchmon
پرچون	prchon
پرچوں	prchon
پرچھائیاں	parchaiyan
پرچھائیں	perchain
پرچہ	parcha
پرچی	parchi
پرچیز	prchiz
پرچیوں	prchyon
پرچے	perchy
پرکئی	prkyi
پرکار	purkaar
پرکاری	prkari
پرکاش	prkash
پرکام	prkam
پرکسی	prksi
پرکشش	purkashish
پرکنٹرول	prkntrol
پرکھ	parkh
پرکھا	parakhaa
پرکھتا	parakhta
پرکھتے	parkhte
پرکھنے	parkhnay
پرکھیں	prkhin
پرکہی	prk_hi
پرکیا	parkia
پرکیف	purkef
پرکیوں	prkyon
پرگامزن	prgamzn
پرگر	prgr
پرگرام	prgram
پرگرفتار	prgrftar
پرھیز	parhez
پرہ	parah
پرہی	prhi
پرہیز	parhaiz
پرہیزگار	parhaizgaar
پری	pari
پریا	priya
پریانکا	chopra
پریاں	pariyan
پریت	preet
پریتم	pareetam
پریتو	preeto
پریذیڈنسی	prizidnsi
پریذیڈنٹ	prizidnt
پریز	prays
پریزائڈنگ	prizaydng
پریزاد	parizaad
پریزنٹیشن	presentation
پریزیڈنسی	prizidnsi
پریزیڈنٹ	prizidnt
پریزیڈینٹ	prizidint
پریس	press
پریسلر	prislr
پریسٹن	pristn
پریسکوٹ	priskot
پریسیشن	precision
پریش	paresh
پریشا	presha
پریشان	pareshan
پریشانی	pareshani
پریشانیوں	pareshaniyon
پریشاں	prishan
پریشد	prishd
پریشر	pressure
پریفیکٹ	prefect
پریقین	isqadr
پریل	pril
پریم	pream
پریمئر	premier
پریمئیر	primyir
پریما	prima
پریمی	premi
پریمیئر	permier
پرینٹس	prints
پریوار	pariwaar
پریور	prever
پریوں	paryoon
پریٹو	prito
پریٹوریا	pritorya
پریٹی	pretty
پریڈ	prayed
پریڈیکیٹ	predicate
پریکٹس	practice
پریکٹیشنر	practitioner
پریہ	prih
پرے	paray
پزیر	pazeer
پزیرائی	pzirayi
پزیری	pazeeri
پس	pas
پست	pust
پستان	pastan
پستانوں	pastanoo
پستول	pistol
پستہ	pista
پستی	pasti
پستیوں	pastiyon
پستے	pistay
پسر	pasar
پسرور	pasrur
پسلیاں	pslyan
پسلیوں	pasliyon
پسماندگان	psmandgan
پسماندگی	pasmandagi
پسماندہ	pasmandah
پسند	pasand
پسندانہ	pasandana
پسندوں	pasandon
پسنديدہ	pasandeeda
پسندی	pasandi
پسندیدگی	pasandeedgi
پسندیدہ	pasandeeda
پسنی	pasni
پسوری	jamea
پسٹن	pstn
پسپا	paspaa
پسی	pissi
پسینہ	paseena
پسینے	paseenay
پسے	paase
پشاور	peshawar
پشاوری	pshavri
پشت	pusht
پشتو	pashto
پشتون	pshton
پشتونخوا	pashtunkhwa
پشتونخوامیپ	pshtonkhwamip
پشتونخواہ	pshtonkhwah
پشتونستان	pshtonstan
پشتونوں	pshtonon
پشتوں	pshton
پشتہ	pushta
پشتی	pushti
پشتے	pushte
پشیما	pashema
پشیمان	pasheman
پشین	pasheen
پطرس	patras
پل	pal
پلئی	plyi
پلا	pila
پلاؤ	palao
پلائی	pilayi
پلائیں	pilain
پلاتا	plata
پلاتی	pani
پلاتے	pilate
پلازا	plaza
پلازوں	plazon
پلازہ	plaza
پلازے	plaze
پلاس	playas
پلاسٹک	plastic
پلاسی	palasi
پلان	plan
پلانا	pilana
پلانز	planz
پلاننگ	planning
پلانٹ	planet
پلانٹس	plants
پلانگ	plang
پلانے	pilanay
پلاو	palao
پلاٹ	plat
پلاٹس	plats
پلاٹون	platon
پلاٹینم	platinum
پلاٹینیم	platinium
پلاک	plack
پلایا	pilaya
پلتا	palta
پلس	plus
پلم	palam
پلمبر	plumber
پلنگ	palang
پلنے	palne
پلوانا	pilwana
پلوٹونیم	plotonim
پلوں	palon
پليٹ	plate
پليٹوں	paleton
پليٹيں	platen
پلٹ	palat
پلٹا	palta
پلٹن	palton
پلٹنا	palatna
پلٹنے	palatnay
پلٹے	palty
پلپ	plup
پلڑا	palra
پلڑہ	plrh_h
پلڑے	plrhe
پلک	palak
پلکوں	palkon
پلکیں	palken
پلگ	plug
پلہ	palla
پلی	peli
پلیئر	player
پلیجو	plijo
پلیز	plzzzz
پلیس	place
پلیسر	placer
پلین	playin
پلیٹ	plate
پلیٹوں	paleton
پلیٹیں	platen
پلے	pallay
پم	baraye
پمرا	pmra
پمز	pmz
پمفلٹ	pmflt
پمفلٹس	pmflts
پمفلیٹ	pmflit
پمپ	pump
پن	pan
پنا	panna
پنائی	pnai
پنالٹی	pnalti
پناما	panama
پناہ	panah
پناہی	panahi
پنت	pnt
پنتالیس	pantalis
پنج	panj
پنجا	panja
پنجاب	punjab
پنجابن	pnjabn
پنجابی	punjabi
پنجابیوں	pnjabyon
پنجال	pnjal
پنجر	panjar
پنجرہ	pinjra
پنجرے	pinjare
پنجشیر	pnjshir
پنجم	panjum
پنجند	pnjnd
پنجو	panjoo
پنجور	pnjor
پنجوں	panjoo
پنجگانہ	panjgana
پنجگراں	pnjgran
پنجگور	pnjgor
پنجہ	panja
پنجے	punjay
پند	pand
پندار	pindar
پنداری	pindaari
پندرھواں	pandarhawan
پندرھویں	pandharvin
پندرہ	pandrah
پندرہویں	pandarvin
پنسلوانیا	pnslwanya
پنسلین	pencillin
پنشن	pension
پنو	pno
پنوشے	pnoshe
پنوعاقل	pnoaaql
پنوں	panno
پنٹا	pnta
پنٹر	pntr
پنٹو	pintu
پنپ	panp
پنچ	punch
پنچایت	ya
پنچایتوں	pnchayton
پنچایتی	pnchayti
پنچولی	pncholi
پنڈ	pnd
پنڈت	pandit
پنڈتوں	pndton
پنڈورا	pandora
پنڈولم	pendulum
پنڈی	pindi
پنکھ	pankh
پنکھا	pankha
پنکھوں	pankhon
پنکھڑی	pankhari
پنکھے	pankhe
پنگ	png
پنگھٹ	panghat
پنہانی	pinhani
پنہاں	panhan
پنہور	pnhor
پنی	panni
پنیر	paneer
پنیری	ki
پنے	pannay
پو	po
پوئی	poyi
پوئے	poy
پوائزننگ	pwayznng
پوائنٹ	point
پوائنٹس	points
پوار	pivar
پوانٹ	pwant
پوت	poot
پوتا	pota
پوتر	pawitr
پوتن	potn
پوتوں	poton
پوتہ	pot_h
پوتی	poti
پوتیاں	potyan
پوتے	potay
پوجا	pooja
پوجتا	poojta
پوجتے	pujte
پوجنا	poojna
پوجنے	poojnay
پوجیں	poojain
پود	pod
پودا	poda
پودوں	poudoun
پودے	pouday
پور	poor
پورا	poora
پوربندر	porbndr
پوربی	porbi
پورس	pours
پورم	porm
پورن	porn
پورنیما	pornima
پوروں	poron
پورٹ	port
پورٹر	porter
پورٹس	ports
پورٹل	portl
پورٹلز	portals
پورٹو	porto
پورہ	poora
پوری	poori
پوریا	porya
پورے	poooray
پوزيشن	position
پوزیش	pozish
پوزیشن	position
پوزیشننگ	pozishnng
پوزیشنیں	pozishnin
پوزیٹیو	pozityo
پوس	poos
پوست	post
پوسٹ	post
پوسٹر	poster
پوسٹرز	postrz
پوسٹس	posts
پوسٹل	postal
پوسٹوں	poston
پوسٹیں	share
پوش	posh
پوشاک	poshak
پوشاکوں	poshakon
پوشوں	poshon
پوشی	poshi
پوشیدگی	posheedgi
پوشیدہ	posheeda
پول	pol
پولا	pola
پولاک	polak
پولر	polr
پولس	poles
پولش	polsh
پولنگ	polling
پولو	polo
پولٹ	polt
پولٹری	poultry
پولٹیکل	poltikl
پولک	polk
پولی	poli
پولیس	police
پولینڈ	poland
پولینڈمیں	polindmin
پولیو	polio
پولیٹن	politn
پولیٹکل	political
پولیٹیکل	politikl
پوما	pumma
پون	pawan
پونا	pona
پونجی	poonji
پونزی	ponze
پونم	ponm
پونٹنگ	pontng
پونچھ	ponch
پونچھا	pooncha
پونچھتے	ponchhte
پونچی	punchi
پونڈ	pond
پونکا	ponka
پونگ	pong
پونہ	ponh
پونی	poni
پونے	pauney
پوٹ	poat
پوٹاش	potash
پوٹاشیم	potassium
پوٹر	potter
پوٹلہ	ne
پوٹلی	potli
پوٹن	potn
پوٹھوہار	pothohar
پوٹینشل	potential
پوٹے	pote
پوپ	poop
پوپائے	popaye
پوچ	pooch
پوچھ	pooch
پوچھئے	puchiye
پوچھا	poocha
پوچھابتایا	mutaliq
پوچھاگیا	pochhagya
پوچھتا	puchta
پوچھتی	poochti
پوچھتے	puchhte
پوچھنا	poochna
پوچھنے	poochnay
پوچھو	pucho
پوچھوں	pouchon
پوچھی	poochi
پوچھیں	poucheen
پوچھے	pouchye
پوک	poke
پوکر	pokr
پوی	poy
پویم	poem
پویٹس	poets
پيدا	peda
پيدائش	paidaiesh
پيداوار	pedawar
پيراڈائز	piradayz
پيرو	pairo
پيسہ	paisa
پيش	paish
پيشگی	paishgi
پيشے	payshay
پيغام	pegham
پيغمبر	paighambar
پيما	pema
پيمائی	pemai
پيٹ	pait
پيچيدہ	paicheeda
پٹ	pitt
پٹا	pita
پٹائی	pataayi
پٹاخوں	ptakhon
پٹاخے	ptakhe
پٹارو	ptaro
پٹخ	pathak
پٹرول	petrol
پٹرولیم	ptrolim
پٹری	patri
پٹریوں	partriyon
پٹس	puts
پٹسبرگ	ptsbrg
پٹن	puttin
پٹنم	ptnm
پٹنہ	ptnh
پٹواری	patwari
پٹودی	ptodi
پٹڑی	ptrhi
پٹڑیاں	ptrhyan
پٹک	patak
پٹکا	patka
پٹھان	pathan
پٹھانوں	pathano
پٹھانکوٹ	pthankot
پٹھانے	pthane
پٹھو	ptho
پٹھوں	pathon
پٹھے	pathay
پٹہ	patta
پٹی	patti
پٹیالہ	patiala
پٹیاں	pattiyan
پٹیشن	petission
پٹیل	patel
پٹیوں	ptyon
پٹے	pitay
پپلاں	piplaan
پپو	papu
پپوٹے	papootay
پپڑی	pipri
پچ	pitch
پچائی	pachai
پچاس	pachaas
پچاسویں	pchasoyn
پچاسی	pichyasi
پچانوے	pichanway
پچتھر	pchthr
پچر	pachar
پچوں	pchon
پچپن	pchpn
پچکاری	pichkari
پچکے	pechkey
پچھا	pacha
پچھتانے	pachtane
پچھتاوا	pachtaawa
پچھتاوے	pachtaway
پچھتر	pichatar
پچھلوں	pichlon
پچھلی	pichli
پچھلے	pichlle
پچھم	picham
پچھنا	pachhna
پچھڑے	pchhrhe
پچہتر	pich-hattar
پچی	pachi
پچیدہ	pchid_h
پچیس	pachees
پچیسواں	pacheswaan
پچیسویں	pacheeswi
پڑ	par
پڑا	para
پڑاؤ	parao
پڑائو	paraoo
پڑتا	parta
پڑتال	partaal
پڑتالی	partali
پڑتی	padtee
پڑتیں	prhtin
پڑتے	parte
پڑجائیں	prhjayin
پڑجائے	prhjaye
پڑجاتی	prhjati
پڑسکتا	parsakta
پڑنا	parna
پڑنے	parney
پڑوس	paros
پڑوسن	padosan
پڑوسی	parosi
پڑوسیوں	parosion
پڑپوتے	prhpote
پڑچکی	prhchki
پڑگئے	prhgye
پڑگیا	prhgya
پڑھ	parh
پڑھا	parha
پڑھاؤں	prhhaon
پڑھائی	parhai
پڑھائیں	prhhayin
پڑھاتا	paratha
پڑھاتی	prati
پڑھاتے	parhatay
پڑھانا	padhana
پڑھانے	parhanay
پڑھایا	parhaya
پڑھتا	parhta
پڑھتی	padti
پڑھتے	parhte
پڑھنا	parhna
پڑھنی	padni
پڑھنے	parhnay
پڑھو	parho
پڑھوا	prhhwa
پڑھی	parhi
پڑھیئے	prhhiye
پڑھیں	parheen
پڑھیے	padhiye
پڑھے	parhay
پڑی	pari
پڑیا	pudiya
پڑیں	parrin
پڑیے	padiye
پڑے	parre
پژمردگی	pasmurdaghi
پک	pick
پکا	pakka
پکائی	pkayi
پکائے	pakaye
پکاتیں	pakatin
پکاتے	pakatay
پکار	pukaar
پکارا	puraka
پکارتا	pukaarta
پکارتے	pkarte
پکارنا	pukarna
پکارنے	pukarnay
پکارو	poukaro
پکاری	pukaary
پکارے	pukare
پکاسا	picasa
پکاسو	piccaso
پکانا	pakana
پکانے	pakanay
پکایا	pakaya
پکتیا	pktya
پکتیکا	pktika
پکرنگ	pkrng
پکنک	picnic
پکنے	paknay
پکو	piku
پکوان	pakwaan
پکچر	picture
پکچرز	pictures
پکڑ	pakar
پکڑا	pakra
پکڑتا	pokarta
پکڑتی	pakadati
پکڑتے	pakarte
پکڑنا	pakarna
پکڑنے	pakarney
پکڑو	pakro
پکڑی	pakri
پکڑیں	pakren
پکڑے	pakdae
پکھاوج	phakawaj
پکھراج	pukhraj
پکی	paki
پکے	pakkay
پگ	pag
پگارا	pgara
پگلا	yeh
پگڑی	pagri
پگھل	pighal
پگھلا	pighla
پگھلاؤ	pighlao
پگھلانے	pighalnay
پگھلتا	pighalta
پگھلتی	pighalatee
پگھلتے	pighaltay
پگھلنا	pighalna
پگھلنے	pighalnay
پگھلی	pighli
پگھلے	pighlay
پھ	ph
پھالکے	phalkay
پھالیہ	phalih
پھانسنے	phansnay
پھانسی	phansi
پھانسیاں	phansyan
پھاٹک	phaatak
پھاڑ	phaar
پھاڑتا	ko
پھاڑنا	phaarna
پھاڑنے	pharnay
پھاڑکر	phaadkar
پھاڑے	pharay
پھر	phir
پھرا	phira
پھرانسان	phransan
پھرایا	phiraya
پھرتا	phirta
پھرتی	phurti
پھرتیلا	phurteela
پھرتیلے	phrtile
پھرتے	phirtay
پھرسے	phrse
پھرنے	phirnay
پھرو	phiro
پھروں	phiron
پھروہ	phroh
پھری	phree
پھریرے	phrire
پھریں	phiren
پھرے	phiray
پھسل	phisal
پھسلا	phsla
پھسلتی	phisalti
پھسلتے	phisaltay
پھسلنے	phisalnay
پھسڈی	phasdi
پھل	phal
پھلا	phula
پھلانگ	phalang
پھلاو	phlav
پھلتا	phlta
پھلنا	phalna
پھلنے	phalnay
پھلواری	phulwari
پھلوں	phalon
پھلکا	phulka
پھلکی	phlki
پھلکے	phlke
پھلی	phali
پھلے	phalay
پھن	phn
پھندا	phanda
پھندہ	phnd_h
پھندے	phandey
پھنس	phas
پھنسا	phansa
پھنسانے	phansanay
پھنسے	phansay
پھو	phoo
پھوس	phoos
